,title,label,new_title,Tokeniz,new_title2,stemmed_title
62,Prabowo Unggah Momen Penuh Tawa Saat Bertemu 4 Mata dengan Jokowi,soft,prabowo unggah momen penuh tawa saat bertemu mata dengan jokowi,"['prabowo', 'unggah', 'momen', 'penuh', 'tawa', 'saat', 'bertemu', 'mata', 'dengan', 'jokowi']","['unggah', 'momen', 'penuh', 'tawa', 'bertemu', 'mata']","['unggah', 'momen', 'penuh', 'tawa', 'temu', 'mata']"
63,"Kini Giliran Komunitas Ondel-ondel Gabung Gaspoll Bro, Dukung Prabowo-Gibran",soft,kini giliran komunitas ondelondel gabung gaspoll bro dukung prabowogibran,"['kini', 'giliran', 'komunitas', 'ondelondel', 'gabung', 'gaspoll', 'bro', 'dukung', 'prabowogibran']","['giliran', 'komunitas', 'ondelondel', 'gabung', 'gaspoll', 'bro']","['gilir', 'komunitas', 'ondelondel', 'gabung', 'gaspoll', 'bro']"
64,"Video Call, Kapolri Puji Polisi Kalbar Korbankan Motor Ganjal Bus Gagal Nanjak",hard,video call kapolri puji polisi kalbar korbankan motor ganjal bus gagal nanjak,"['video', 'call', 'kapolri', 'puji', 'polisi', 'kalbar', 'korbankan', 'motor', 'ganjal', 'bus', 'gagal', 'nanjak']","['video', 'call', 'kapolri', 'puji', 'polisi', 'kalbar', 'korbankan', 'motor', 'ganjal', 'bus', 'gagal', 'nanjak']","['video', 'call', 'kapolri', 'puji', 'polisi', 'kalbar', 'korban', 'motor', 'ganjal', 'bus', 'gagal', 'nanjak']"
65,"Ikut Dukung Prabowo-Gibran, Ibu-ibu Komunitas Senam Jabar Gabung Gaspoll Bro",soft,ikut dukung prabowogibran ibuibu komunitas senam jabar gabung gaspoll bro,"['ikut', 'dukung', 'prabowogibran', 'ibuibu', 'komunitas', 'senam', 'jabar', 'gabung', 'gaspoll', 'bro']","['ibuibu', 'komunitas', 'senam', 'jabar', 'gabung', 'gaspoll', 'bro']","['ibuibu', 'komunitas', 'senam', 'jabar', 'gabung', 'gaspoll', 'bro']"
66,"Warga Belum Bisa Tempati Kampung Susun Bayam, Anies: Tega Sekali",hard,warga belum bisa tempati kampung susun bayam anies tega sekali,"['warga', 'belum', 'bisa', 'tempati', 'kampung', 'susun', 'bayam', 'anies', 'tega', 'sekali']","['tempati', 'kampung', 'susun', 'bayam', 'tega']","['tempat', 'kampung', 'susun', 'bayam', 'tega']"
67,Jubir Prabowo Ungkap Alasan MEF Tak Capai Target di 2024,hard,jubir prabowo ungkap alasan mef tak capai target di,"['jubir', 'prabowo', 'ungkap', 'alasan', 'mef', 'tak', 'capai', 'target', 'di']","['jubir', 'alasan', 'mef', 'capai', 'target']","['jubir', 'alas', 'mef', 'capai', 'target']"
68,"5 RT di Jaksel Masih Kebanjiran, Tinggi Air di Cilandak Timur 75 Cm",hard,rt di jaksel masih kebanjiran tinggi air di cilandak timur cm,"['rt', 'di', 'jaksel', 'masih', 'kebanjiran', 'tinggi', 'air', 'di', 'cilandak', 'timur', 'cm']","['rt', 'jaksel', 'kebanjiran', 'air', 'cilandak', 'timur', 'cm']","['rt', 'jaksel', 'banjir', 'air', 'cilandak', 'timur', 'cm']"
69,4 Kesaksian Ngeri saat Kereta Adu Banteng di Cicalengka,hard,kesaksian ngeri saat kereta adu banteng di cicalengka,"['kesaksian', 'ngeri', 'saat', 'kereta', 'adu', 'banteng', 'di', 'cicalengka']","['kesaksian', 'ngeri', 'kereta', 'adu', 'banteng', 'cicalengka']","['saksi', 'ngeri', 'kereta', 'adu', 'banteng', 'cicalengka']"
70,"Banjir Rendam Rumah di Bakti Jaya Tangsel, Akses Masuk Perumahan Terputus",hard,banjir rendam rumah di bakti jaya tangsel akses masuk perumahan terputus,"['banjir', 'rendam', 'rumah', 'di', 'bakti', 'jaya', 'tangsel', 'akses', 'masuk', 'perumahan', 'terputus']","['banjir', 'rendam', 'rumah', 'bakti', 'jaya', 'tangsel', 'akses', 'masuk', 'perumahan', 'terputus']","['banjir', 'rendam', 'rumah', 'bakti', 'jaya', 'tangsel', 'akses', 'masuk', 'rumah', 'putus']"
71,Tangis Ibunda Pecah Sambut Jenazah Julian Masinis KA Lokal Bandung,hard,tangis ibunda pecah sambut jenazah julian masinis ka lokal bandung,"['tangis', 'ibunda', 'pecah', 'sambut', 'jenazah', 'julian', 'masinis', 'ka', 'lokal', 'bandung']","['tangis', 'ibunda', 'pecah', 'sambut', 'jenazah', 'julian', 'masinis', 'ka', 'lokal', 'bandung']","['tangis', 'ibunda', 'pecah', 'sambut', 'jenazah', 'juli', 'masinis', 'ka', 'lokal', 'bandung']"
72,"Canda Anies-Cak Imin di 'Resolusi Indonesia', Singgung Jalur MK dan Paman",soft,canda aniescak imin di resolusi indonesia singgung jalur mk dan paman,"['canda', 'aniescak', 'imin', 'di', 'resolusi', 'indonesia', 'singgung', 'jalur', 'mk', 'dan', 'paman']","['canda', 'aniescak', 'resolusi', 'singgung', 'jalur', 'mk', 'paman']","['canda', 'aniescak', 'resolusi', 'singgung', 'jalur', 'mk', 'paman']"
73,Kapolres Jakbar: Pemukul-Ancam Tembak Asisten Saipul Jamil Bukan Polisi,hard,kapolres jakbar pemukulancam tembak asisten saipul jamil bukan polisi,"['kapolres', 'jakbar', 'pemukulancam', 'tembak', 'asisten', 'saipul', 'jamil', 'bukan', 'polisi']","['kapolres', 'jakbar', 'pemukulancam', 'tembak', 'asisten', 'saipul', 'jamil', 'polisi']","['kapolres', 'jakbar', 'pemukulancam', 'tembak', 'asisten', 'saipul', 'jamil', 'polisi']"
74,"Cak Imin Jenguk Warga Sakit Saraf Kaki di Mojokerto, Beri Bantuan Pengobatan",soft,cak imin jenguk warga sakit saraf kaki di mojokerto beri bantuan pengobatan,"['cak', 'imin', 'jenguk', 'warga', 'sakit', 'saraf', 'kaki', 'di', 'mojokerto', 'beri', 'bantuan', 'pengobatan']","['jenguk', 'sakit', 'saraf', 'kaki', 'mojokerto', 'bantuan', 'pengobatan']","['jenguk', 'sakit', 'saraf', 'kaki', 'mojokerto', 'bantu', 'obat']"
75,Polsek Menteng Sebar Edaran Larangan Tawuran,hard,polsek menteng sebar edaran larangan tawuran,"['polsek', 'menteng', 'sebar', 'edaran', 'larangan', 'tawuran']","['polsek', 'menteng', 'sebar', 'edaran', 'larangan', 'tawuran']","['polsek', 'menteng', 'sebar', 'edar', 'larang', 'tawur']"
76,Hasto Anggap Program Susu Gratis Prabowo-Gibran Tak Selesaikan Stunting,hard,hasto anggap program susu gratis prabowogibran tak selesaikan stunting,"['hasto', 'anggap', 'program', 'susu', 'gratis', 'prabowogibran', 'tak', 'selesaikan', 'stunting']","['anggap', 'program', 'susu', 'gratis', 'selesaikan', 'stunting']","['anggap', 'program', 'susu', 'gratis', 'selesai', 'stunting']"
77,"Sejumlah Ulama Banten Gabung Gaspoll Bro, Satukan Langkah Untuk Prabowo-Gibran",soft,sejumlah ulama banten gabung gaspoll bro satukan langkah untuk prabowogibran,"['sejumlah', 'ulama', 'banten', 'gabung', 'gaspoll', 'bro', 'satukan', 'langkah', 'untuk', 'prabowogibran']","['ulama', 'banten', 'gabung', 'gaspoll', 'bro', 'satukan', 'langkah']","['ulama', 'banten', 'gabung', 'gaspoll', 'bro', 'satu', 'langkah']"
78,Ada Rekayasa Lalin Jelang Peresmian Tol Pamulang-Cinere-Raya Bogor,hard,ada rekayasa lalin jelang peresmian tol pamulangcinereraya bogor,"['ada', 'rekayasa', 'lalin', 'jelang', 'peresmian', 'tol', 'pamulangcinereraya', 'bogor']","['rekayasa', 'lalin', 'jelang', 'peresmian', 'tol', 'pamulangcinereraya']","['rekayasa', 'lalin', 'jelang', 'resmi', 'tol', 'pamulangcinereraya']"
79,Menlu Bicara Keberhasilan Diplomasi dan Keuntungan Untuk RI,hard,menlu bicara keberhasilan diplomasi dan keuntungan untuk ri,"['menlu', 'bicara', 'keberhasilan', 'diplomasi', 'dan', 'keuntungan', 'untuk', 'ri']","['menlu', 'bicara', 'keberhasilan', 'diplomasi', 'keuntungan', 'ri']","['menlu', 'bicara', 'hasil', 'diplomasi', 'untung', 'ri']"
80,Momen Gibran Rakabuming dan Selvi Nonton Bareng GDA 2024 di JIS,soft,momen gibran rakabuming dan selvi nonton bareng gda di jis,"['momen', 'gibran', 'rakabuming', 'dan', 'selvi', 'nonton', 'bareng', 'gda', 'di', 'jis']","['momen', 'rakabuming', 'selvi', 'nonton', 'bareng', 'gda', 'jis']","['momen', 'rakabuming', 'selvi', 'nonton', 'bareng', 'gda', 'jis']"
81,Menlu Retno Paparkan Dua Fokus Diplomasi Ekonomi RI,hard,menlu retno paparkan dua fokus diplomasi ekonomi ri,"['menlu', 'retno', 'paparkan', 'dua', 'fokus', 'diplomasi', 'ekonomi', 'ri']","['menlu', 'paparkan', 'fokus', 'diplomasi', 'ekonomi', 'ri']","['menlu', 'papar', 'fokus', 'diplomasi', 'ekonomi', 'ri']"
82,Langkah Afsel Seret Israel ke Meja Hijau Dunia Mulai Tuai Dukungan,hard,langkah afsel seret israel ke meja hijau dunia mulai tuai dukungan,"['langkah', 'afsel', 'seret', 'israel', 'ke', 'meja', 'hijau', 'dunia', 'mulai', 'tuai', 'dukungan']","['langkah', 'afsel', 'seret', 'israel', 'meja', 'hijau', 'dunia', 'tuai', 'dukungan']","['langkah', 'afsel', 'seret', 'israel', 'meja', 'hijau', 'dunia', 'tuai', 'dukung']"
83,PDIP Harap Jokowi Tetap Netral di Pemilu 2024,hard,pdip harap jokowi tetap netral di pemilu,"['pdip', 'harap', 'jokowi', 'tetap', 'netral', 'di', 'pemilu']","['pdip', 'harap', 'netral', 'pemilu']","['pdip', 'harap', 'netral', 'milu']"
84,47 RT di Jakarta Masih Banjir Malam Ini,hard,rt di jakarta masih banjir malam ini,"['rt', 'di', 'jakarta', 'masih', 'banjir', 'malam', 'ini']","['rt', 'banjir', 'malam']","['rt', 'banjir', 'malam']"
85,"Menlu: Kepemimpinan Indonesia Diakui Dunia, dari Presiden G20-Ketua ASEAN",hard,menlu kepemimpinan indonesia diakui dunia dari presiden asean,"['menlu', 'kepemimpinan', 'indonesia', 'diakui', 'dunia', 'dari', 'presiden', 'asean']","['menlu', 'kepemimpinan', 'diakui', 'dunia', 'presiden', 'asean']","['menlu', 'pimpin', 'aku', 'dunia', 'presiden', 'asean']"
86,Respons Walkot Semarang Usai Perumahan BSB Mijen Kembali Banjir,hard,respons walkot semarang usai perumahan bsb mijen kembali banjir,"['respons', 'walkot', 'semarang', 'usai', 'perumahan', 'bsb', 'mijen', 'kembali', 'banjir']","['respons', 'walkot', 'semarang', 'perumahan', 'bsb', 'mijen', 'banjir']","['respons', 'walkot', 'semarang', 'rumah', 'bsb', 'mijen', 'banjir']"
87,Misteri Penyebab Jatuhnya Pesawat Pengebom Supersonik B-1 Lancer Milik AS,hard,misteri penyebab jatuhnya pesawat pengebom supersonik lancer milik as,"['misteri', 'penyebab', 'jatuhnya', 'pesawat', 'pengebom', 'supersonik', 'lancer', 'milik', 'as']","['misteri', 'penyebab', 'jatuhnya', 'pesawat', 'pengebom', 'supersonik', 'lancer', 'milik', 'as']","['misteri', 'sebab', 'jatuh', 'pesawat', 'bom', 'supersonik', 'lancer', 'milik', 'as']"
88,"Dekati Pedagang, Relawan Prabowo-Gibran Cilegon Targetkan Menang 1 Putaran",hard,dekati pedagang relawan prabowogibran cilegon targetkan menang putaran,"['dekati', 'pedagang', 'relawan', 'prabowogibran', 'cilegon', 'targetkan', 'menang', 'putaran']","['dekati', 'pedagang', 'relawan', 'cilegon', 'targetkan', 'menang', 'putaran']","['dekat', 'dagang', 'rawan', 'cilegon', 'target', 'menang', 'putar']"
89,Kecaman ke Menteri Israel Buntut Serukan Warga Gaza Dipindah,hard,kecaman ke menteri israel buntut serukan warga gaza dipindah,"['kecaman', 'ke', 'menteri', 'israel', 'buntut', 'serukan', 'warga', 'gaza', 'dipindah']","['kecaman', 'menteri', 'israel', 'buntut', 'serukan', 'gaza', 'dipindah']","['kecam', 'menteri', 'israel', 'buntut', 'seru', 'gaza', 'pindah']"
90,Hasto Anggap Pertemuan Jokowi dan Airlangga Hal Wajar,hard,hasto anggap pertemuan jokowi dan airlangga hal wajar,"['hasto', 'anggap', 'pertemuan', 'jokowi', 'dan', 'airlangga', 'hal', 'wajar']","['anggap', 'pertemuan', 'wajar']","['anggap', 'temu', 'wajar']"
91,Prabowo Usai Debat: Saya Agak Kecewa Narasi yang Disampaikan Paslon Lain,hard,prabowo usai debat saya agak kecewa narasi yang disampaikan paslon lain,"['prabowo', 'usai', 'debat', 'saya', 'agak', 'kecewa', 'narasi', 'yang', 'disampaikan', 'paslon', 'lain']","['debat', 'kecewa', 'narasi', 'paslon']","['debat', 'kecewa', 'narasi', 'paslon']"
92,Ganjar Nilai Debat Bagian dari Edukasi: Saya Tak Bicara Puas atau Tidak,hard,ganjar nilai debat bagian dari edukasi saya tak bicara puas atau tidak,"['ganjar', 'nilai', 'debat', 'bagian', 'dari', 'edukasi', 'saya', 'tak', 'bicara', 'puas', 'atau', 'tidak']","['nilai', 'debat', 'edukasi', 'bicara', 'puas']","['nilai', 'debat', 'edukasi', 'bicara', 'puas']"
93,"Prabowo soal Tak Salaman dengan Anies: Dia Nggak Datang, Saya Lebih Tua",hard,prabowo soal tak salaman dengan anies dia nggak datang saya lebih tua,"['prabowo', 'soal', 'tak', 'salaman', 'dengan', 'anies', 'dia', 'nggak', 'datang', 'saya', 'lebih', 'tua']","['salaman', 'nggak', 'tua']","['salam', 'nggak', 'tua']"
94,"Bos PPI: Anies Gaspol Kritik Prabowo Sejak Awal, Ganjar Ikut Campur di Akhir",hard,bos ppi anies gaspol kritik prabowo sejak awal ganjar ikut campur di akhir,"['bos', 'ppi', 'anies', 'gaspol', 'kritik', 'prabowo', 'sejak', 'awal', 'ganjar', 'ikut', 'campur', 'di', 'akhir']","['bos', 'ppi', 'gaspol', 'kritik', 'campur']","['bos', 'ppi', 'gaspol', 'kritik', 'campur']"
95,Supporter Prabowo-Gibran Beri Yel-yel Selamat Jalan ke Pendukung 03 Usai Debat,soft,supporter prabowogibran beri yelyel selamat jalan ke pendukung usai debat,"['supporter', 'prabowogibran', 'beri', 'yelyel', 'selamat', 'jalan', 'ke', 'pendukung', 'usai', 'debat']","['supporter', 'yelyel', 'selamat', 'jalan', 'pendukung', 'debat']","['supporter', 'yelyel', 'selamat', 'jalan', 'dukung', 'debat']"
96,Anies Ngaku Tak Lihat Prabowo Usai Debat: Tidak Tahu ke Mana Harus Salaman,hard,anies ngaku tak lihat prabowo usai debat tidak tahu ke mana harus salaman,"['anies', 'ngaku', 'tak', 'lihat', 'prabowo', 'usai', 'debat', 'tidak', 'tahu', 'ke', 'mana', 'harus', 'salaman']","['ngaku', 'lihat', 'debat', 'salaman']","['ngaku', 'lihat', 'debat', 'salam']"
97,Cak Imin Ajak Masyarakat Gunakan Kamera HP Awasi Potensi Kecurangan Pemilu,hard,cak imin ajak masyarakat gunakan kamera hp awasi potensi kecurangan pemilu,"['cak', 'imin', 'ajak', 'masyarakat', 'gunakan', 'kamera', 'hp', 'awasi', 'potensi', 'kecurangan', 'pemilu']","['ajak', 'masyarakat', 'kamera', 'hp', 'awasi', 'potensi', 'kecurangan', 'pemilu']","['ajak', 'masyarakat', 'kamera', 'hp', 'awas', 'potensi', 'curang', 'milu']"
98,"Gabung Gaspoll Bro, Peternak Sapi di Madura Totalitas Dukung Prabowo-Gibran",soft,gabung gaspoll bro peternak sapi di madura totalitas dukung prabowogibran,"['gabung', 'gaspoll', 'bro', 'peternak', 'sapi', 'di', 'madura', 'totalitas', 'dukung', 'prabowogibran']","['gabung', 'gaspoll', 'bro', 'peternak', 'sapi', 'madura', 'totalitas']","['gabung', 'gaspoll', 'bro', 'ternak', 'sapi', 'madura', 'totalitas']"
99,Closing Statement Lengkap 3 Capres di Debat Pilpres Ketiga,hard,closing statement lengkap capres di debat pilpres ketiga,"['closing', 'statement', 'lengkap', 'capres', 'di', 'debat', 'pilpres', 'ketiga']","['closing', 'statement', 'lengkap', 'capres', 'debat', 'pilpres', 'ketiga']","['closing', 'statement', 'lengkap', 'capres', 'debat', 'pilpres', 'tiga']"
100,"Milenial Bojonegoro Gabung Gaspoll Bro, Komitmen Kampanyekan Prabowo-Gibran",soft,milenial bojonegoro gabung gaspoll bro komitmen kampanyekan prabowogibran,"['milenial', 'bojonegoro', 'gabung', 'gaspoll', 'bro', 'komitmen', 'kampanyekan', 'prabowogibran']","['milenial', 'bojonegoro', 'gabung', 'gaspoll', 'bro', 'komitmen', 'kampanyekan']","['milenial', 'bojonegoro', 'gabung', 'gaspoll', 'bro', 'komitmen', 'kampanye']"
101,"Bangunan Stasiun Maseng Kena Longsor, Perjalanan KA Bogor-Sukabumi Aman",hard,bangunan stasiun maseng kena longsor perjalanan ka bogorsukabumi aman,"['bangunan', 'stasiun', 'maseng', 'kena', 'longsor', 'perjalanan', 'ka', 'bogorsukabumi', 'aman']","['bangunan', 'stasiun', 'maseng', 'kena', 'longsor', 'perjalanan', 'ka', 'bogorsukabumi', 'aman']","['bangun', 'stasiun', 'maseng', 'kena', 'longsor', 'jalan', 'ka', 'bogorsukabumi', 'aman']"
102,Prabowo dan Anies Tak Salaman di Ujung Debat Ketiga Pilpres,hard,prabowo dan anies tak salaman di ujung debat ketiga pilpres,"['prabowo', 'dan', 'anies', 'tak', 'salaman', 'di', 'ujung', 'debat', 'ketiga', 'pilpres']","['salaman', 'ujung', 'debat', 'ketiga', 'pilpres']","['salam', 'ujung', 'debat', 'tiga', 'pilpres']"
103,Anies Dilaporkan ke Bawaslu Atas Dugaan Fitnah 340 Ribu Ha Lahan Prabowo,hard,anies dilaporkan ke bawaslu atas dugaan fitnah ribu ha lahan prabowo,"['anies', 'dilaporkan', 'ke', 'bawaslu', 'atas', 'dugaan', 'fitnah', 'ribu', 'ha', 'lahan', 'prabowo']","['dilaporkan', 'bawaslu', 'dugaan', 'fitnah', 'ribu', 'ha', 'lahan']","['lapor', 'bawaslu', 'duga', 'fitnah', 'ribu', 'ha', 'lahan']"
104,"Usai Kampanye di Ambon, Gibran Kunjungi Bali",hard,usai kampanye di ambon gibran kunjungi bali,"['usai', 'kampanye', 'di', 'ambon', 'gibran', 'kunjungi', 'bali']","['kampanye', 'ambon', 'kunjungi', 'bali']","['kampanye', 'ambon', 'kunjung', 'bal']"
105,"Ganjar Bocorkan Grand Plan Ekonomi Kreatif, Singgung India hingga Korsel",hard,ganjar bocorkan grand plan ekonomi kreatif singgung india hingga korsel,"['ganjar', 'bocorkan', 'grand', 'plan', 'ekonomi', 'kreatif', 'singgung', 'india', 'hingga', 'korsel']","['bocorkan', 'grand', 'plan', 'ekonomi', 'kreatif', 'singgung', 'india', 'korsel']","['bocor', 'grand', 'plan', 'ekonomi', 'kreatif', 'singgung', 'india', 'korsel']"
106,Respons MNC Group soal Tak Hentikan Aksi Pendukung Paslon 03 di Debat,hard,respons mnc group soal tak hentikan aksi pendukung paslon di debat,"['respons', 'mnc', 'group', 'soal', 'tak', 'hentikan', 'aksi', 'pendukung', 'paslon', 'di', 'debat']","['respons', 'mnc', 'group', 'hentikan', 'aksi', 'pendukung', 'paslon', 'debat']","['respons', 'mnc', 'group', 'henti', 'aksi', 'dukung', 'paslon', 'debat']"
107,Ganjar Respons Jokowi: Data Pertahanan Terbuka di Website Kemenko Polhukam,hard,ganjar respons jokowi data pertahanan terbuka di website kemenko polhukam,"['ganjar', 'respons', 'jokowi', 'data', 'pertahanan', 'terbuka', 'di', 'website', 'kemenko', 'polhukam']","['respons', 'data', 'pertahanan', 'terbuka', 'website', 'kemenko', 'polhukam']","['respons', 'data', 'tahan', 'buka', 'website', 'kemenko', 'polhukam']"
108,Bawaslu Sebut KPU Tak Beri Akses Silog untuk Awasi Distribusi Logistik Pemilu,hard,bawaslu sebut kpu tak beri akses silog untuk awasi distribusi logistik pemilu,"['bawaslu', 'sebut', 'kpu', 'tak', 'beri', 'akses', 'silog', 'untuk', 'awasi', 'distribusi', 'logistik', 'pemilu']","['bawaslu', 'kpu', 'akses', 'silog', 'awasi', 'distribusi', 'logistik', 'pemilu']","['bawaslu', 'kpu', 'akses', 'silog', 'awas', 'distribusi', 'logistik', 'milu']"
109,Status Tanggap Darurat Gempa Sumedang Dinyatakan Berakhir,hard,status tanggap darurat gempa sumedang dinyatakan berakhir,"['status', 'tanggap', 'darurat', 'gempa', 'sumedang', 'dinyatakan', 'berakhir']","['status', 'tanggap', 'darurat', 'gempa', 'sumedang', 'dinyatakan']","['status', 'tanggap', 'darurat', 'gempa', 'sumedang', 'nyata']"
110,"Viral Serbuan Lalat di Kintamani Bikin Geli, Diduga gegara Kotoran Ayam",hard,viral serbuan lalat di kintamani bikin geli diduga gegara kotoran ayam,"['viral', 'serbuan', 'lalat', 'di', 'kintamani', 'bikin', 'geli', 'diduga', 'gegara', 'kotoran', 'ayam']","['viral', 'serbuan', 'lalat', 'kintamani', 'bikin', 'geli', 'diduga', 'gegara', 'kotoran', 'ayam']","['viral', 'serbu', 'lalat', 'kintamani', 'bikin', 'geli', 'duga', 'gegara', 'kotor', 'ayam']"
111,"Hasto Ungkit Jokowi Tanya Data Lahan ke Prabowo saat 2019, Ini Kata TKN",hard,hasto ungkit jokowi tanya data lahan ke prabowo saat ini kata tkn,"['hasto', 'ungkit', 'jokowi', 'tanya', 'data', 'lahan', 'ke', 'prabowo', 'saat', 'ini', 'kata', 'tkn']","['ungkit', 'data', 'lahan', 'tkn']","['ungkit', 'data', 'lahan', 'tkn']"
112,Bawaslu Temukan Banyak Logistik Pemilu Rusak di Ratusan Daerah,hard,bawaslu temukan banyak logistik pemilu rusak di ratusan daerah,"['bawaslu', 'temukan', 'banyak', 'logistik', 'pemilu', 'rusak', 'di', 'ratusan', 'daerah']","['bawaslu', 'temukan', 'logistik', 'pemilu', 'rusak', 'ratusan', 'daerah']","['bawaslu', 'temu', 'logistik', 'milu', 'rusak', 'ratus', 'daerah']"
113,Komunitas Delman DKI Juga Gabung Gaspoll Bro Siap Menangkan Prabowo-Gibran,soft,komunitas delman dki juga gabung gaspoll bro siap menangkan prabowogibran,"['komunitas', 'delman', 'dki', 'juga', 'gabung', 'gaspoll', 'bro', 'siap', 'menangkan', 'prabowogibran']","['komunitas', 'delman', 'gabung', 'gaspoll', 'bro', 'menangkan']","['komunitas', 'delman', 'gabung', 'gaspoll', 'bro', 'menang']"
114,3 Fakta Saipul Jamil Dibebaskan Usai Terbukti Negatif Narkoba,hard,fakta saipul jamil dibebaskan usai terbukti negatif narkoba,"['fakta', 'saipul', 'jamil', 'dibebaskan', 'usai', 'terbukti', 'negatif', 'narkoba']","['fakta', 'saipul', 'jamil', 'dibebaskan', 'terbukti', 'negatif', 'narkoba']","['fakta', 'saipul', 'jamil', 'bebas', 'bukti', 'negatif', 'narkoba']"
115,"Gabung Gaspoll Bro, Perajin Batik Madura Tambah Dukungan ke Prabowo-Gibran",soft,gabung gaspoll bro perajin batik madura tambah dukungan ke prabowogibran,"['gabung', 'gaspoll', 'bro', 'perajin', 'batik', 'madura', 'tambah', 'dukungan', 'ke', 'prabowogibran']","['gabung', 'gaspoll', 'bro', 'perajin', 'batik', 'madura', 'dukungan']","['gabung', 'gaspoll', 'bro', 'rajin', 'batik', 'madura', 'dukung']"
116,Pemkab Lebak Akan Manfaatkan Bendungan Karian Jadi Tempat Wisata,hard,pemkab lebak akan manfaatkan bendungan karian jadi tempat wisata,"['pemkab', 'lebak', 'akan', 'manfaatkan', 'bendungan', 'karian', 'jadi', 'tempat', 'wisata']","['pemkab', 'lebak', 'manfaatkan', 'bendungan', 'karian', 'wisata']","['pemkab', 'lebak', 'manfaat', 'bendung', 'kari', 'wisata']"
117,Polisi Ajak Warga Pancoran Jaksel Hidupkan Siskamling Cegah Curanmor,hard,polisi ajak warga pancoran jaksel hidupkan siskamling cegah curanmor,"['polisi', 'ajak', 'warga', 'pancoran', 'jaksel', 'hidupkan', 'siskamling', 'cegah', 'curanmor']","['polisi', 'ajak', 'pancoran', 'jaksel', 'hidupkan', 'siskamling', 'cegah', 'curanmor']","['polisi', 'ajak', 'pancoran', 'jaksel', 'hidup', 'siskamling', 'cegah', 'curanmor']"
118,Ma'ruf Kunjungi Pura Pakualaman Jelang Pernikahan Putra KGPAA Paku Alam X,soft,maruf kunjungi pura pakualaman jelang pernikahan putra kgpaa paku alam x,"['maruf', 'kunjungi', 'pura', 'pakualaman', 'jelang', 'pernikahan', 'putra', 'kgpaa', 'paku', 'alam', 'x']","['maruf', 'kunjungi', 'pura', 'pakualaman', 'jelang', 'pernikahan', 'putra', 'kgpaa', 'paku', 'alam', 'x']","['maruf', 'kunjung', 'pura', 'pakualaman', 'jelang', 'nikah', 'putra', 'kgpaa', 'paku', 'alam', 'x']"
